,name,postcode,borough,latitude,longitude,price,rating,popularity,distance_metro,distance_police,number_of_crimes
986,The Nightingale,E11 2EY,London Borough of Redbridge,51.582074,0.028219,1.0,5.9,0.9379303922709812,527.9692674912596,690.6906948237835,35
987,The Walnut Tree,E11 1HH,London Borough of Waltham Forest,51.569823,0.012751,1.0,6.1,0.9681503899429637,408.32503110871,181.8367873583238,91
989,Railway Bell,E18 1JJ,London Borough of Redbridge,51.591844,0.028056,1.0,5.8,0.9735490629728786,120.47378212391752,1729.3842965322056,48
995,The Dysart Arms,TW10 7AA,London Borough of Richmond upon Thames,51.446493,-0.301737,1.0,8.2,0.3730089628681178,1864.619431240032,1350.0591425143296,10
996,Barmy Arms,TW1 3DU,London Borough of Richmond upon Thames,51.446355,-0.32598,1.0,8.1,0.9546292631824002,2521.713854762816,178.44312092495522,77
997,The White Cross,TW9 1TH,London Borough of Richmond upon Thames,51.458958,-0.308399,1.0,8.3,0.9813316261203584,664.8611184505027,255.1955905811783,62
998,The Old Ship,TW9 1ND,London Borough of Richmond upon Thames,51.459746,-0.306642,1.0,8.3,0.983338377371668,519.5939404762279,131.4541268699067,70
999,The Eel Pie,TW1 3NJ,London Borough of Richmond upon Thames,51.447035,-0.326486,1.0,7.9,0.9198300547084158,2489.000893306937,137.12789671701043,80
1000,The White Swan,TW9 1PG,London Borough of Richmond upon Thames,51.46138,-0.310964,1.0,8.4,0.9440135025026192,659.4528638291202,477.5023249386514,25
1001,Roebuck,TW10 6RN,London Borough of Richmond upon Thames,51.452393,-0.29845,1.0,7.9,0.9583377953672448,1216.2673330457244,900.218952883011,14
1002,"The Prince Albert, Twickenham",TW2 5QB,London Borough of Richmond upon Thames,51.442051,-0.344408,1.0,8.1,0.9535164707251776,3574.668292456472,1000.1244966433068,33
1003,The Rifleman,TW2 5EL,London Borough of Richmond upon Thames,51.440156,-0.348845,1.0,8.1,0.9623396577813992,3657.0231073708737,1364.8982056902544,45
1004,Watermans Arms,TW9 1TJ,London Borough of Richmond upon Thames,51.459128,-0.307106,1.0,7.7,0.8891002211616809,593.8015877876402,163.64792484745757,72
1005,The Orange Tree,TW9 2NQ,London Borough of Richmond upon Thames,51.464215,-0.301563,2.0,7.8,0.9756233267372832,92.91168534220084,26.501474001196858,78
1006,The White Horse,TW10 6DF,London Borough of Richmond upon Thames,51.461495,-0.296157,1.0,7.7,0.9666348504248632,365.3523129069301,409.9397147670499,77
1007,Cricketers Richmond,TW9 1LX,London Borough of Richmond upon Thames,51.460527,-0.30617,1.0,7.7,0.9646071470143172,431.86689136306114,152.24463809679986,85
1008,The Mitre,TW9 1UY,London Borough of Richmond upon Thames,51.463177,-0.291571,1.0,7.8,0.9651099988359912,626.7959565803341,625.6270899059307,34
1009,The Victoria Inn,TW10 6UB,London Borough of Richmond upon Thames,51.457281,-0.303828,1.0,7.4,0.9611546967756956,695.2229526368799,250.9990859052596,67
1010,The Shaftesbury,TW9 2PN,London Borough of Richmond upon Thames,51.465746,-0.29899,1.0,7.5,0.9593155627982772,299.85069251122553,215.59449752393596,56
1011,The William Webb Ellis,TW1 3RR,London Borough of Richmond upon Thames,51.447643,-0.328499,1.0,6.9,0.9772203468746362,2538.7402278668515,55.367978898522935,87
1012,The Fox & Duck,TW10 7AD,London Borough of Richmond upon Thames,51.444926,-0.302775,1.0,6.4,0.966856012105692,2042.724346701943,1175.943242639789,10
1013,The Angel & Crown,TW9 1JL,London Borough of Richmond upon Thames,51.460511,-0.304258,1.0,6.6,0.979394715399837,359.5618179232548,123.34349662262689,105
1014,The Lass O' Richmond Hill,TW10 6JJ,London Borough of Richmond upon Thames,51.451556,-0.295569,2.0,6.4,0.936840879990688,1346.270837935053,884.434401745392,14
1015,St Margarets Twickenham,TW1 2LJ,London Borough of Richmond upon Thames,51.4547,-0.319207,1.0,6.4,0.9526737283203351,1535.768660879116,1019.7679124162908,15
1016,George Twickenham,TW1 3SN,London Borough of Richmond upon Thames,51.446214,-0.328903,1.0,6.3,0.9294680479571644,2670.5734259296114,76.00004051595016,78
1017,One Kew Road,TW9 2NQ,London Borough of Richmond upon Thames,51.463365,-0.302351,1.0,6.3,0.963552554999418,23.25605360544081,134.0480767775223,88
1020,Triple Crown Inn,TW9 2SS,London Borough of Richmond upon Thames,51.465499,-0.301886,1.0,6.0,0.7661576067978116,230.0142610043084,122.1696792596429,69
1021,The Sun Inn,TW9 2RG,London Borough of Richmond upon Thames,51.464016,-0.302324,1.0,5.9,0.9460086136654638,67.94007530044799,77.81139930210506,79
1023,The Railway Tavern,TW9 1DN,London Borough of Richmond upon Thames,51.46255,-0.302385,1.0,5.7,0.9826492841345594,101.10682274733024,206.78818181891947,96
1025,The Waldegrave Arms,TW11 8LX,London Borough of Richmond upon Thames,51.432862,-0.338325,1.0,5.4,0.8913746944476778,4228.514170517413,926.4690186155468,18
1028,The Sun,SM5 2HU,London Borough of Sutton,51.367129,-0.164198,1.0,8.6,0.9205563962286112,4436.171797607514,1147.5709584964193,51
1029,The Hope,SM5 2PR,London Borough of Sutton,51.367098,-0.167139,1.0,8.0,0.932960074496566,4345.922567356638,944.060411593678,38
1030,Shinner & Sudtone,SM1 1HR,London Borough of Sutton,51.361774,-0.192548,1.0,8.0,0.9201187289023396,4500.107380487624,148.33145766507894,180
1031,The Windsor Castle,SM5 3PT,London Borough of Sutton,51.362634,-0.168742,1.0,6.8,0.9442765685019208,4753.912990558753,916.7937594127354,23
1032,The Railway Tavern,SM5 2HG,London Borough of Sutton,51.370061,-0.166352,1.0,6.9,0.942267489232918,4078.326244216189,1082.6393165082766,57
1033,The Little Windsor,SM1 4BY,London Borough of Sutton,51.363997,-0.186822,1.0,6.6,0.940316610406239,4284.796276627407,399.2339724057247,128
1034,Sutton Arms,SM1 1EZ,London Borough of Sutton,51.361741,-0.192112,1.0,6.4,0.9151484111279246,4504.832854435696,119.16436560844949,177
1035,Whispering Moon,SM6 8QF,London Borough of Sutton,51.360186,-0.149495,1.0,6.4,0.9241299033872656,5625.733618131297,285.9649321683624,116
1036,Star Wallington,SM6 0DE,London Borough of Sutton,51.361397,-0.150223,1.0,6.2,0.8371202421138401,5485.81032064704,421.0211579689926,103
1037,O'Neill's Sutton,SM1 1DJ,London Borough of Sutton,51.360871,-0.192181,1.0,6.1,0.4195623326737283,4601.325953138359,120.58405522526422,166
1038,Gander Inn,SM1 2UE,London Borough of Sutton,51.370808,-0.209925,1.0,6.4,0.9733162612035852,3651.619010092079,312.28565121606863,33
1039,The Old Bank,SM1 1HN,London Borough of Sutton,51.359989,-0.191343,1.0,5.9,0.9225747875683856,4701.7723370638,152.57801497513643,157
1047,Moon on the Hill,SM1 1DZ,London Borough of Sutton,51.36185,-0.193233,1.0,5.3,0.95552554999418,4490.405610641951,195.8405460589593,177
1052,The California,SM2 5SU,London Borough of Sutton,51.343858,-0.197798,1.0,5.1,0.953714352229077,6493.823808846524,2000.4931060202696,25
1053,The Mayflower,SE16 4NF,London Borough of Southwark,51.501798,-0.053581,2.0,9.2,0.9721219881271098,143.39233501128174,654.0426959419563,64
1054,The Grapes,E14 8BP,London Borough of Tower Hamlets,51.508799,-0.034028,2.0,8.7,0.9724106623210336,1136.5842696070797,1718.309868666125,50
1055,The Prince Arthur,N1 6EB,London Borough of Hackney,51.527436,-0.085398,1.0,7.9,0.928844139215458,202.12050085605227,226.5338148652659,394
1056,The Miller,SE1 3SS,London Borough of Southwark,51.502132,-0.087614,2.0,7.5,0.9804493074147363,406.83653090127535,329.9558207473188,257
1057,The Exmouth Arms,EC1R 4QL,London Borough of Islington,51.525782,-0.10967,2.0,8.2,0.9822139448259808,679.6367421610311,646.1063319376971,137
1058,Lord Nelson,SE1 0LR,London Borough of Southwark,51.503386,-0.10269,1.0,7.8,0.9762961238505412,153.2150900112853,635.9028737490211,127
1059,The Old Salt Quay,SE16 5QU,London Borough of Southwark,51.504079,-0.048621,2.0,7.2,0.9703317425212432,429.0255642270534,891.3112167565051,64
1060,The Pregnant Man,WC2A 1JA,City of London Corporation,51.516735,-0.112335,1.0,7.4,0.9475800256081948,198.42566702543635,382.3076980321197,115
1061,The George,WC2R 1AP,City of Westminster,51.513187,-0.113027,2.0,7.3,0.9773786520777558,229.15426368167263,118.63235778809454,101
1062,The Gregorian,SE16 4SQ,London Borough of Southwark,51.497528,-0.066524,1.0,6.9,0.9817204050750784,219.7752860164423,856.1245010700385,143
1063,The Mulberry Bush,SE1 9PP,London Borough of Lambeth,51.507091,-0.110325,1.0,7.1,0.9572832033523456,476.5555573263951,474.430448732021,144
1064,The Horseshoe Inn,SE1 3QP,London Borough of Southwark,51.50251,-0.084088,1.0,6.7,0.9642626003957632,320.22784383425056,394.9736452022417,187
1065,Cheshire Cheese,WC2R 3LD,City of Westminster,51.512588,-0.113117,1.0,7.1,0.9625817716214644,162.28217284526235,114.81354372005798,92
1066,Duke of Wellington,E1 7NE,London Borough of Tower Hamlets,51.51787,-0.074647,1.0,6.4,0.9510720521475964,362.6378893974917,228.1419698334876,344
1067,Prince William Henry,SE1 8NL,London Borough of Southwark,51.505268,-0.104109,1.0,5.7,0.9551623792340822,165.43901856783663,670.6058647183982,131
1068,The Surrey Docks,SE16 2LW,London Borough of Southwark,51.492485,-0.045524,1.0,5.7,0.9859597252939122,223.79667972188176,534.6443824381261,116
1069,The Leyton Star,E15 2BX,London Borough of Waltham Forest,51.554271,-0.005091,1.0,8.6,0.9848958212082412,249.18852650482228,1219.7482002951988,110
1070,Leyton Technical,E10 5QN,London Borough of Waltham Forest,51.5585,-0.007181,1.0,8.3,0.9719892911186124,247.4431869963161,737.5201003915998,108
1071,The Elderfield,E5 0LF,London Borough of Hackney,51.553464,-0.046906,1.0,8.2,0.9590548248166686,751.9086010179047,1186.6999270501335,247
1072,The Gun,E9 6RG,London Borough of Hackney,51.544381,-0.046949,1.0,8.7,0.9435455709463392,396.9218979755417,714.0251864698212,200
1073,Queens Arms,E17 9NJ,London Borough of Waltham Forest,51.582524,-0.013672,1.0,8.4,0.9791339774182284,436.8075867802911,643.5230124506114,95
1074,The Birkbeck Tavern,E11 4HL,London Borough of Waltham Forest,51.556547,-0.000128,1.0,7.9,0.929272494470958,383.14144153646026,1085.6290634076065,95
1075,The Castle,E17 9LB,London Borough of Waltham Forest,51.580689,-0.011218,1.0,7.9,0.9883785356768712,653.4204318445571,422.6189246717839,68
1076,Leytonstone Tavern,E11 3PX,London Borough of Waltham Forest,51.559051,0.011114,1.0,8.0,0.9837760446979396,1058.0122040108754,1061.843202398304,152
1077,The Chequers,E17 7BX,London Borough of Waltham Forest,51.583457,-0.026578,3.0,7.7,0.9797997904784076,461.00456505428286,170.75304369116978,128
1078,Heathcote & Star,E11 4EA,London Borough of Waltham Forest,51.56584,0.002253,1.0,7.6,0.9608753346525434,446.85770398584543,572.1756209006768,98
1079,Northcote Arms,E11 4EL,London Borough of Waltham Forest,51.560323,-0.001486,1.0,7.2,0.9830706553369806,515.6974496160335,682.0959730825882,101
1080,Biddle Bros,E5 0QR,London Borough of Hackney,51.553251,-0.052809,1.0,7.3,0.938086369456408,788.2263865327418,973.3930489957548,179
1081,Ye Olde Rose & Crown,E17 4SA,London Borough of Waltham Forest,51.587781,-0.020544,1.0,7.3,0.9629356303107904,540.9143356094886,423.1129898379778,137
1082,The Village Kitchen,E17 9NJ,London Borough of Waltham Forest,51.582536,-0.012198,1.0,6.9,0.9493120707717378,538.1005701848785,629.2101035178113,68
1083,The Drum,E10 7EQ,London Borough of Waltham Forest,51.574954,-0.013807,1.0,6.5,0.9803166104062392,983.5405292076993,267.24631545204915,148
1084,Lord Palmerston,E17 5JN,London Borough of Waltham Forest,51.588858,-0.030246,1.0,6.5,0.9912513095099524,774.4111961089803,330.59343510562184,107
1085,The Coppermill,E17 7HF,London Borough of Waltham Forest,51.579712,-0.041334,1.0,5.8,0.9751856594110117,808.4210986045633,1271.3174155389088,63
1094,The Goose,E17 3AX,London Borough of Waltham Forest,51.583523,-0.019112,1.0,5.5,0.9715213595623328,88.20945007962894,354.29391890693233,143
1098,The Globe,E9 6NA,London Borough of Hackney,51.545959,-0.053866,1.0,5.4,0.9432103363985568,293.65489270731786,259.0157583699971,203
1105,The Victoria,E17 4QH,London Borough of Waltham Forest,51.585972,-0.019907,1.0,5.0,0.8547479920847398,338.2752549341101,376.7260329918713,160
1106,King's Arms,SW18 4LB,London Borough of Wandsworth,51.45728,-0.194467,1.0,8.4,0.9849167733674776,1171.036440321069,277.78265188958835,166
1107,The Grapes,SW18 1DX,London Borough of Wandsworth,51.458708,-0.190583,1.0,7.7,0.9445652426958444,1424.521744117881,433.9859814720122,135
1108,The Earl Spencer,SW18 5JL,London Borough of Wandsworth,51.448218,-0.199498,1.0,8.2,0.9407985100686764,604.9495991295141,1013.2410444155996,34
1109,The East Hill,SW18 1AA,London Borough of Wandsworth,51.45872,-0.185726,1.0,7.8,0.9579327202886742,1760.9256484586317,149.10951045352627,79
1110,The Four Thieves,SW11 1DJ,London Borough of Wandsworth,51.464029,-0.162562,2.0,8.6,0.9743359329530904,1614.0645979959224,69.18761757328028,161
1111,The Eagle Ale House,SW11 6HG,London Borough of Wandsworth,51.455065,-0.163239,1.0,8.0,0.9392061459667094,1112.071809018288,1061.9163598552584,35
1112,Duke of Battersea,SW11 3AG,London Borough of Wandsworth,51.478247,-0.170071,1.0,8.3,0.9702060295658248,1733.6156928963928,129.5127205523499,85
1113,The Bolingbroke,SW11 6RE,London Borough of Wandsworth,51.453835,-0.164076,1.0,7.9,0.9606285647770924,1148.7562459058925,1196.4527853131888,25
1114,The Nightingale,SW12 8NX,London Borough of Wandsworth,51.450067,-0.157853,1.0,8.1,0.9337446164590852,780.595229701323,1641.8498104676412,30
1115,The Cat's Back,SW18 1NN,London Borough of Wandsworth,51.46185,-0.199752,1.0,7.3,0.9351274589686882,849.4862441421005,512.7267900642082,32
1116,Park Tavern,SW18 5SW,London Borough of Wandsworth,51.450724,-0.19917,1.0,7.3,0.9771993947153998,818.0125431110409,733.685989812656,32
1117,The Halfway House,SW18 4SR,London Borough of Wandsworth,51.441647,-0.187286,1.0,7.5,0.9732115004074032,1165.983548389751,468.5508159339748,59
1118,The Old Fields,SW18 5LS,London Borough of Wandsworth,51.444744,-0.205146,1.0,7.4,0.8581678500756605,94.06777730095963,1230.8583163049277,38
1119,The Jolly Gardeners,SW15 1NT,London Borough of Wandsworth,51.464546,-0.218343,2.0,7.5,0.9466604586194856,792.0874978039162,361.4291382598223,162
1120,The County Arms,SW18 3SH,London Borough of Wandsworth,51.450108,-0.174294,1.0,7.4,0.947428704458154,1654.7965764851283,1095.1412620174306,49
1121,The Fox & Hounds,SW11 2JU,London Borough of Wandsworth,51.467047,-0.162836,1.0,7.6,0.9654917937376324,1824.1814844481132,277.54913311566025,114
1122,Old Sergeant,SW18 4DJ,London Borough of Wandsworth,51.451458,-0.190492,1.0,7.0,0.9574717727854732,1323.0823321410908,794.5926990340349,141
1123,The Coat & Badge,SW15 1NL,London Borough of Wandsworth,51.464515,-0.216715,2.0,7.4,0.9515027354207892,716.9591343784816,249.08719312528743,167
1124,Ye Olde Spotted Horse,SW15 1RG,London Borough of Wandsworth,51.462631,-0.216483,1.0,7.3,0.9805750203701548,546.6195567138321,288.79898795949845,166
1125,Green Man,SW15 3NG,London Borough of Wandsworth,51.453456,-0.221579,1.0,7.3,0.9678314515190316,951.5428221797494,1329.1926891885566,48
1126,The Telegraph,SW15 3TU,London Borough of Wandsworth,51.448726,-0.226545,1.0,7.4,0.9609149109533232,1453.7565369425083,1954.3886941633764,17
1127,The Boathouse,SW15 2JX,London Borough of Wandsworth,51.465186,-0.212831,1.0,6.9,0.9738493772552672,477.8802635609787,112.3618283328626,96
1128,The Latchmere,SW11 3BW,London Borough of Wandsworth,51.47201,-0.165499,1.0,7.1,0.9671167500873008,1828.2039423734036,634.0617284932085,106
1129,Wandle Earlsfield,SW18 4EJ,London Borough of Wandsworth,51.442856,-0.189207,1.0,6.8,0.9786776859504132,1190.393493116498,621.6798823441161,51
1130,The Malt House,SW6 1AY,London Borough of Hammersmith & Fulham,51.481456,-0.198398,1.0,7.0,0.8525107670818298,273.9108885843166,244.01435626039225,174
1131,The Eel Brook,SW6 4SG,London Borough of Hammersmith & Fulham,51.47585,-0.193283,1.0,6.8,0.6945384704923757,510.2836157861269,614.2276017326367,85
1132,The Spread Eagle,SW18 2PT,London Borough of Wandsworth,51.456578,-0.192148,1.0,6.1,0.8918519380747294,1343.3311335855888,445.8921995414176,158
1133,The Crown - Enterprise Inns,SW11 5RD,London Borough of Wandsworth,51.465665,-0.156006,1.0,6.9,0.9533861017343732,1326.9721365327323,440.7499352522244,129
1134,Le Gothique,SW18 3SX,London Borough of Wandsworth,51.453336,-0.174716,1.0,6.4,0.95776277499709,1867.2423443200112,831.0266772018144,33
1135,Hawkins Forge,SW11 1EJ,London Borough of Wandsworth,51.460702,-0.168879,1.0,6.5,0.978007216854848,1711.6373084744632,378.0461279638981,159
1136,The Rocket,SW15 2JQ,London Borough of Wandsworth,51.465279,-0.213141,1.0,6.4,0.9854964497730184,482.5478757409851,120.42875492992248,99
1137,The Golden Lion,SW6 3JJ,London Borough of Hammersmith & Fulham,51.46997,-0.210117,1.0,6.4,0.952219764870213,169.47046619240714,675.6712755706145,39
1138,The Goat,SW11 1EQ,London Borough of Wandsworth,51.46097,-0.166612,1.0,6.4,0.9413735304388312,1594.6254213847965,393.7464690895564,176
1139,"Draft House, Westbridge",SW11 3AG,London Borough of Wandsworth,51.478289,-0.170111,1.0,6.6,0.9432196484693284,1730.2509435890354,134.9419887604671,85
1141,The Merchant,SW11 1HG,London Borough of Wandsworth,51.46085,-0.163391,1.0,6.3,0.9624234664183448,1407.05995625605,424.94591915923496,168
1143,The Hope,SW17 7EG,London Borough of Wandsworth,51.446305,-0.165347,1.0,6.1,0.9529367943196368,916.5525980628472,1795.7120375571003,23
1144,The Jolly Gardeners,SW18 4EA,London Borough of Wandsworth,51.446898,-0.189594,1.0,5.7,0.9404772436270517,1189.351456267466,1067.2684813956105,100
1148,The Fox,SW15 6SE,London Borough of Wandsworth,51.460847,-0.217563,1.0,5.3,0.968206262367594,489.5313374975409,481.5471830129228,136
1152,The Ship Tavern,WC2A 3HP,London Borough of Camden,51.5172349,-0.1192033,1.0,8.4,0.9837876847864044,94.21348200481734,406.2920998569631,218
1153,Three Tuns Marylebone,W1H 6HP,City of Westminster,51.514499,-0.156007,1.0,8.1,0.9794110115236876,211.13978056395533,83.3454962506122,214
1154,Fentiman Arms,SW8 1LA,London Borough of Lambeth,51.480974,-0.118235,1.0,7.9,0.9874030962635316,395.4542075462679,698.2305684766475,117
1155,Shakespeares Head,W1F 7HZ,City of Westminster,51.513697,-0.139459,1.0,6.6,0.994310324758468,202.91675705443703,260.27827728234354,527
1156,Leicester Arms,W1B 5DP,City of Westminster,51.510587,-0.137685,1.0,6.3,0.975590734489582,263.7323168077325,267.62842521215623,840
1157,The Plough,WC1A 1LH,London Borough of Camden,51.517786,-0.125891,1.0,6.3,0.9734396461413106,339.94524789135414,598.8799593974117,334
