,name,postcode,borough,latitude,longitude,price,rating,popularity,number_of_crimes,number_of_metro,number_of_police,distance_metro,distance_police
845,The Malt House,SW6 1AY,London Borough of Hammersmith & Fulham,51.481456,-0.198398,1.0,7.0,0.8525107670818298,174,1,1.0,273.9108885843166,244.01435626039222
846,The Eel Brook,SW6 4SG,London Borough of Hammersmith & Fulham,51.47585,-0.193283,1.0,6.8,0.6945384704923757,85,0,0.0,510.2836157861269,614.2276017326367
847,The Spread Eagle,SW18 2PT,London Borough of Wandsworth,51.456578,-0.192148,1.0,6.1,0.8918519380747294,158,0,1.0,1343.3311335855888,445.89219954141754
848,The Crown - Enterprise Inns,SW11 5RD,London Borough of Wandsworth,51.465665,-0.156006,1.0,6.9,0.9533861017343732,129,0,1.0,1326.9721365327323,440.7499352522244
849,Le Gothique,SW18 3SX,London Borough of Wandsworth,51.453336,-0.174716,1.0,6.4,0.95776277499709,33,0,0.0,1867.2423443200112,831.0266772018144
850,Hawkins Forge,SW11 1EJ,London Borough of Wandsworth,51.460702,-0.168879,1.0,6.5,0.978007216854848,159,0,1.0,1711.6373084744632,378.0461279638981
851,The Rocket,SW15 2JQ,London Borough of Wandsworth,51.465279,-0.213141,1.0,6.4,0.9854964497730184,99,1,3.0,482.5478757409851,120.42875492992248
852,The Golden Lion,SW6 3JJ,London Borough of Hammersmith & Fulham,51.46997,-0.210117,1.0,6.4,0.952219764870213,39,1,0.0,169.47046619240714,675.6712755706145
853,The Goat,SW11 1EQ,London Borough of Wandsworth,51.46097,-0.166612,1.0,6.4,0.9413735304388312,176,0,1.0,1594.6254213847963,393.7464690895564
854,"Draft House, Westbridge",SW11 3AG,London Borough of Wandsworth,51.478289,-0.170111,1.0,6.6,0.9432196484693284,85,0,1.0,1730.2509435890354,134.9419887604671
855,The Merchant,SW11 1HG,London Borough of Wandsworth,51.46085,-0.163391,1.0,6.3,0.9624234664183448,168,0,1.0,1407.05995625605,424.94591915923496
856,The Hope,SW17 7EG,London Borough of Wandsworth,51.446305,-0.165347,1.0,6.1,0.9529367943196368,23,0,0.0,916.5525980628473,1795.7120375571003
857,The Jolly Gardeners,SW18 4EA,London Borough of Wandsworth,51.446898,-0.189594,1.0,5.7,0.9404772436270517,100,0,0.0,1189.351456267466,1067.2684813956103
858,The Fox,SW15 6SE,London Borough of Wandsworth,51.460847,-0.217563,1.0,5.3,0.968206262367594,136,0,1.0,489.5313374975409,481.5471830129228
859,The Ship Tavern,WC2A 3HP,London Borough of Camden,51.5172349,-0.1192033,1.0,8.4,0.9837876847864044,218,1,1.0,94.21348200481734,406.2920998569631
860,Three Tuns Marylebone,W1H 6HP,City of Westminster,51.514499,-0.156007,1.0,8.1,0.9794110115236876,214,1,1.0,211.13978056395533,83.3454962506122
861,Fentiman Arms,SW8 1LA,London Borough of Lambeth,51.480974,-0.118235,1.0,7.9,0.9874030962635316,117,1,0.0,395.45420754626787,698.2305684766475
862,Shakespeares Head,W1F 7HZ,City of Westminster,51.513697,-0.139459,1.0,6.6,0.994310324758468,527,1,2.0,202.91675705443703,260.27827728234354
863,Leicester Arms,W1B 5DP,City of Westminster,51.510587,-0.137685,1.0,6.3,0.975590734489582,840,0,1.0,263.7323168077325,267.62842521215623
864,The Plough,WC1A 1LH,London Borough of Camden,51.517786,-0.125891,1.0,6.3,0.9734396461413106,334,2,0.0,339.94524789135414,598.8799593974117
